Unique_Id,Manufacturing_Month,Manufacturing_Year,Kilometers_Driven
1364,5,1998,60000
1365,5,1998,59815
1366,1,1998,59326
1367,8,1998,59240
1368,10,1998,59164
1369,11,1998,59017
1370,12,1998,58952
1371,7,1998,58454
1372,6,1998,58341
1373,1,1998,58267
1374,1,1998,58000
1375,11,1998,57829
1376,1,1998,57787
1377,3,1998,57628
1378,6,1998,57537
1379,5,1998,57263
1380,6,1998,57144
1381,12,1998,57096
1382,1,1998,57000
1383,8,1998,56566
1384,8,1998,56307
1385,2,1998,56214
1386,7,1998,56132
1387,2,1998,55425
1388,4,1998,54439
1389,12,1998,53809
1390,5,1998,53133
1391,4,1998,52900
1392,1,1998,52700
1393,12,1998,52320
1394,3,1998,52287
1395,6,1998,52000
1396,12,1998,52000
1397,8,1998,52000
1398,11,1998,51874
1399,2,1998,49827
1400,12,1998,49640
1401,1,1998,49580
1402,5,1998,49170
1403,4,1998,48838
1404,10,1998,48576
1405,6,1998,48400
1406,7,1998,48242
1407,11,1998,47955
1408,10,1998,47633
1409,3,1998,47400
1410,8,1998,47360
1411,4,1998,45507
1412,5,1998,45410
1413,11,1998,44850
1414,12,1998,44826
1415,1,1998,44444
1416,6,1998,43720
1417,3,1998,43622
1418,5,1998,43532
1419,12,1998,42800
1420,7,1998,42317
1421,1,1998,42186
1422,9,1998,42000
1423,2,1998,40093
1424,2,1998,39800
1425,8,1998,39168
1426,6,1998,38945
1427,5,1998,36537
1428,3,1998,36000
1429,3,1998,36000
1430,1,1998,35821
1431,8,1998,34717
1432,1,1998,34000
1433,3,1998,30964
1434,10,1998,29000
1435,9,1998,26000
1436,3,1998,24000
1437,1,1998,23000
1438,12,1998,20544
1439,9,1998,19000
1440,10,1998,17016
1441,11,1998,16916
1442,5,1998,1
