Unique_Id,Model_Name,Selling_Price,Age_Months,Country_Assembly
290,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,44,CN
291,TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,12950,43,CN
292,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12500,36,JP
293,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13875,39,DE
294,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,35,FR
295,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12295,33,DE
296,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13950,42,CN
297,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,38,CN
298,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12950,44,JP
299,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12850,40,US
300,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13995,35,DE
301,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,13750,39,KR
302,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12750,37,JP
303,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12500,41,ES
304,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,13950,43,CN
305,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11500,39,JP
306,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,13950,44,DE
307,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,41,CN
308,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,44,FR
309,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 2/3-Doors,13500,42,JP
310,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,37,IT
311,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12450,42,CN
312,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,DE
313,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13995,44,UK
314,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11750,42,KR
315,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11650,39,IN
316,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,9950,43,US
317,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13950,41,IN
318,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,44,DE
319,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,38,ES
320,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9900,42,ES
321,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,11950,44,UK
322,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11990,40,US
323,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10750,36,IT
324,TOYOTA Corolla 1.6 VVTi Linea terra 4/5-Doors,13950,37,UK
325,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11250,44,IN
326,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,39,UK
327,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,41,IN
328,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,42,CN
329,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,33,ES
330,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,35,CN
331,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11695,43,KR
332,TOYOTA Corolla 1.6v VVT-i Linea Sol 4/5-Doors,11000,41,US
333,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13950,35,IT
334,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,38,IN
335,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11750,40,IT
336,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12400,34,IN
337,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12500,35,DE
339,TOYOTA Corolla 1.6I LIFTBACK 4/5-Doors,12900,33,UK
340,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12200,41,KR
341,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12750,43,ES
342,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,42,IN
343,TOYOTA Corolla Liftback 1.6 VVTI 4/5-Doors,11900,41,IT
344,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,44,KR
345,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14950,42,FR
346,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11950,41,FR
347,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12950,33,CN
348,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,14950,41,ES
349,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,13450,40,DE
350,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13750,38,IT
351,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,43,UK
352,TOYOTA Corolla 1.6 Terra LB Comf. 4/5-Doors,12750,33,UK
353,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,39,IT
354,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,42,US
355,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,38,DE
356,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12500,38,KR
357,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,14950,43,IN
358,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,39,US
359,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,12695,39,IN
360,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14990,33,IN
361,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12750,43,US
362,TOYOTA Corolla 1.6 VVTi Terra Comfort 4/5-Doors,14350,41,CN
363,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,39,FR
364,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11500,35,IN
365,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,US
366,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13450,40,US
367,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12900,38,JP
368,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10500,41,CN
369,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,35,ES
370,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,JP
371,TOYOTA Corolla 1.6 VVTI Linea Terra Comfort 4/5-Doors,11450,37,JP
372,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13250,44,IT
373,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,39,FR
374,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,13995,35,US
375,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11950,40,FR
376,TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,13250,33,DE
377,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,IT
378,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11750,38,ES
379,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,11500,39,FR
380,TOYOTA Corolla 1.4 VVTI LB 4/5-Doors,13500,43,UK
381,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,6500,53,IN
382,TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,6400,51,DE
383,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,7000,53,CN
384,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,7750,54,ES
385,TOYOTA Corolla 1.9 D Sedan 4/5-Doors,8900,45,DE
386,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,8500,55,IN
387,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,54,IT
388,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9900,51,IN
389,TOYOTA Corolla 1.9 D LIFTB LUNA 4/5-Doors,10250,53,JP
390,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9250,48,IN
391,TOYOTA Corolla 1.9 D WGN LINEA TERRA Stationwagen,7750,48,JP
392,TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,9450,54,IT
393,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7750,55,KR
394,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,8250,52,JP
395,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9950,49,CN
396,TOYOTA Corolla 1.8D Stationwagen,4450,56,IN
397,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,9950,50,IN
398,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9000,48,CN
399,TOYOTA Corolla 1.9 D LB LINEA SOL 4/5-Doors,9950,53,UK
400,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,12450,47,US
401,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,55,KR
402,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10750,54,ES
403,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,53,JP
404,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,10500,54,CN
405,TOYOTA Corolla 2.0D 4/5-Doors,5150,56,IT
406,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,49,JP
407,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9450,52,US
408,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,54,IT
409,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,10950,51,DE
410,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,47,IN
411,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,50,DE
412,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,54,JP
413,TOYOTA Corolla 1.6 16v TERRA 4/5-Doors,7900,50,US
414,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10950,52,KR
415,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8950,48,JP
416,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11950,51,CN
417,TOYOTA Corolla 1.6 HB SOL 2/3-Doors,10900,49,FR
418,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9950,55,JP
419,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9950,51,IN
420,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,IN
421,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,55,JP
422,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,55,IT
423,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,49,FR
424,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,53,CN
425,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,9250,53,JP
426,TOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors,11500,48,IT
427,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9750,52,IN
428,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9950,45,IN
429,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,49,US
430,TOYOTA Corolla 1.6 VVT-i L. Sol Wagon Stationwagen,12500,54,JP
431,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,FR
432,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,UK
433,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12200,50,FR
434,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,10950,50,IN
435,TOYOTA Corolla 1.6 LB LINEA SOL 4/5-Doors,10950,54,IN
436,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11290,49,DE
437,TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,10750,49,IN
438,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10895,53,CN
439,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,47,ES
440,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9750,48,JP
441,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10250,55,FR
442,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12500,49,ES
443,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,IT
444,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10750,50,UK
445,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11450,46,CN
446,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,54,FR
447,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11750,48,ES
448,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,50,UK
449,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,55,DE
450,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,10995,49,CN
451,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,56,CN
452,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,49,DE
453,TOYOTA Corolla 1.6 4/5-Doors,10500,50,JP
454,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,47,DE
455,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,49,CN
456,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,52,CN
457,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,50,ES
458,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,53,IN
459,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,54,UK
460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,DE
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,8695,50,UK
462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,53,DE
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,55,IT
464,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,49,CN
465,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,46,IN
466,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,47,ES
467,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,49,IN
468,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,55,IN
469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,46,IN
470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,56,UK
471,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,52,DE
472,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,54,KR
473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,50,IT
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,FR
475,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,52,IN
476,TOYOTA Corolla 1.6 sol lb 4/5-Doors,11950,56,JP
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,UK
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,ES
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,FR
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,KR
481,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,JP
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,KR
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,48,FR
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,IN
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,JP
486,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,KR
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,ES
488,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,DE
489,TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,CN
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,DE
491,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,FR
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,UK
493,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,CN
494,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,IT
495,TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,ES
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,IT
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,JP
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,CN
499,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,IT
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,IT
501,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,KR
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,DE
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,KR
504,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,CN
505,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,CN
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,FR
507,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,KR
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,US
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,DE
510,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,CN
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,FR
512,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,KR
513,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,DE
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,KR
515,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,IT
516,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,FR
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,DE
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,IN
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,JP
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,JP
521,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,DE
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,KR
523,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,FR
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,JP
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,FR
526,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,JP
527,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,IT
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,KR
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,IT
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,JP
531,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,IN
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,IN
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,IT
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,IN
535,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,JP
536,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,DE
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,IT
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,UK
539,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,KR
540,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,IN
541,TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,IN
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,CN
543,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,US
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,IT
545,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,ES
546,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,IN
547,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,KR
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,UK
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,IN
550,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,UK
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,JP
552,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,JP
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,US
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,DE
556,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,ES
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,CN
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,US
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,FR
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,CN
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,IT
562,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,KR
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,FR
564,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,FR
565,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,US
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,DE
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,US
568,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,IT
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,IN
570,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,IN
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,DE
572,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,IT
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,DE
574,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,UK
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,IN
576,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,FR
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,ES
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,KR
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,IT
580,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,CN
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,DE
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,KR
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,CN
584,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,KR
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,ES
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,CN
