Unique_Id,Manufacturer_Guarantee,BOVAG_Guarantee,Guarantee_Duration_Months,ABS_Brake_System,Airbag_1_Presence,Airbag_2_Presence,Air_Conditioning,Automatic_Air_Conditioning,Board_Computer,CD_Player_Presence,Central_Locking,Powered_Windows,Power_Steering,Radio_Presence,Mist_Lamps,Sport_Model_Presence,Backseat_Divider_Presence,Metallic_Rim_Presence,Radio_Cassette,Parking_Assistant,Tow_Bar_Presence
310,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
311,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
312,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
313,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
314,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
315,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
316,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
317,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
318,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
319,0,1,3,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0
320,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
321,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
323,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
324,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
325,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
326,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
327,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
328,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
329,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
330,1,1,3,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1
331,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
332,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
333,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
334,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
335,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
336,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
337,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
339,0,1,6,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
340,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
341,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
342,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
343,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
344,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
345,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
346,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
347,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
348,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
349,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
350,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
351,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
352,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
353,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
354,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
355,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
356,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
357,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
358,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
359,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
360,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
361,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
362,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
363,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
364,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
365,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
366,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
367,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
368,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0
369,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
370,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
371,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
372,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
373,0,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
374,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
375,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
376,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
377,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
378,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
379,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
380,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
381,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
382,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0
383,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
384,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
385,0,0,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
386,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
387,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
388,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
389,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
391,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
392,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
393,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
394,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
395,0,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
396,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
397,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
398,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0
399,0,1,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
400,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
401,1,1,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
402,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1
403,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
404,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
405,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
406,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
407,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
408,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
409,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
410,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
411,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
412,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
413,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
414,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
415,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
416,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
417,0,1,6,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
418,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
419,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
420,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
421,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
422,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
423,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1
424,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
425,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
426,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
427,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
428,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
429,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
430,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
431,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
432,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
433,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
434,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
435,0,1,6,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
436,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
437,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
438,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
439,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
440,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0
441,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
442,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
443,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
444,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
445,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
446,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
447,0,0,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0
448,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
449,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
450,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
451,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
452,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
453,0,0,6,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
454,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
455,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
456,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0
457,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
458,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
459,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
460,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
461,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
462,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
463,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
464,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
465,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
466,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
467,0,1,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
468,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
469,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
470,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
471,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
472,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0
473,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
474,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
475,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
476,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
478,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
479,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
480,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0
481,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
482,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
483,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
484,0,1,3,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
485,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
486,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
487,0,1,3,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
488,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
489,0,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
490,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
491,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
492,0,0,12,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
493,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
494,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
495,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
496,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
497,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
498,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
499,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
500,1,1,3,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
501,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
502,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
503,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
504,0,0,3,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
505,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
506,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
507,0,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
508,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
509,1,1,12,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
510,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
511,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
512,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
513,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
514,0,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
515,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
516,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
517,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
518,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
519,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
520,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
521,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
522,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
523,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
524,1,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
525,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1
526,0,1,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
527,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0
528,1,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
529,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
530,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
531,1,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
532,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1
533,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
534,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
535,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
536,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
537,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
538,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
539,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
540,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
541,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
542,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
543,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
544,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
545,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
546,1,1,3,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
547,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
548,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
549,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
550,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
551,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
552,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
554,1,0,12,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
555,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
556,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
557,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
558,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
559,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
560,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
561,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
562,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
563,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
564,0,1,3,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
565,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
566,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
567,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
568,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
569,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
570,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
571,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
572,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
573,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
574,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
575,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
576,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
577,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
578,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
579,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
580,1,1,3,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
581,1,1,12,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
582,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
583,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
584,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
585,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
586,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
588,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
589,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
590,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1
591,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0
592,0,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
593,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
594,0,0,12,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
595,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
596,0,1,3,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
597,0,1,3,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
598,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
599,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
600,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
602,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
603,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
604,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
605,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1
606,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
607,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
608,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
609,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
611,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
612,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
613,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
614,0,1,3,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1
615,0,1,6,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
616,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
617,0,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
618,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
619,0,0,3,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
620,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
621,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
622,0,1,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0
623,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
624,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
